year,estimate,se
2004,0.005750256672620219,0.010934811576578314
2005,-1.5199401958279624e-05,0.010225695210688833
2006,-0.003936504584557424,0.009319088960690893
2007,0.0014889842728093988,0.009948566880459395
2008,0.004492732561182919,0.010875212666817338
2009,0.010535246340631093,0.009379593327035892
2010,0.005313275041541556,0.009273207523800932
2011,0.0022537524100031793,0.00944124797319106
2012,0.0009100087835926883,0.00935887734316794
2013,-0.008934692702857489,0.009618774849157203
2014,-0.009806938187906886,0.008831221145434623
2015,0.005412130843018152,0.010187046990887664
2016,-0.0013180416254399353,0.008497422310242137
2017,-0.00013114936846119827,0.009446174259399589
2018,-0.008096864310581412,0.007516922590876864
2019,-0.0036828427149571165,0.007920841789460288
2020,0.005559706986120508,0.008395787810348946
2021,-0.008551461588759945,0.0072884797101926855
2022,-0.004308196831474065,0.007735579863092407
2023,-0.015606419308201159,0.006382729400944682
2024,-0.009004178384691565,0.00590552088799526
