cohort,estimate,se,states
2004,0.07167326259922754,0.04827379095393506,6
2009,-0.13347791247837193,0.199358344359587,34
2014,-0.1576379576570913,0.3014985929132738,44
2018,-0.033808650257773284,0.1730759182604903,36
2020,0.12809865343173463,0.31343759123230985,"11, 53"
2021,0.17212376281060965,0.19968934131868538,25
2022,0.1304224280035998,0.4112464630396848,9
2024,0.17358688431553781,0.14780626961542084,8
