cohort,estimate,se,states
2004,-0.035200982926196056,0.01474543628697043,6
2009,0.02268109536534419,0.021906658334940318,34
2014,0.010423984959056705,0.03532154235372505,44
2018,0.021238299203507012,0.01802978525315983,36
2020,-0.019309656863644102,0.02402925067009684,"11, 53"
2021,-0.027836214221234203,0.025378942450856628,25
2022,0.019956352264739973,0.03709815662624369,9
2023,-0.00871765813827223,0.032611214209362284,41
2024,0.06735306119164772,0.03922771501541076,8
