e,estimate,se
-10,0.40476383689609247,1.0739215180567983
-9,1.0590979239173446,1.0232327818528708
-8,-0.21605740502487616,1.2370223817868076
-7,0.02399684161398676,1.1854341448338335
-6,-0.5203396608529084,1.0507596757379483
-5,-0.0371403929018458,1.1177321735470722
-4,0.2387727931383646,1.0896905475003726
-3,-0.8700851338384198,0.9643452988889496
-2,0.05554770503485294,0.9053293862764143
-1,1.2522633057926011,0.9827897615863692
0,0.15764500857432975,0.9625954720506158
1,-0.5581117875467362,1.0397398506773203
2,0.7122137944571972,1.0135800441482157
3,-0.23895143405071545,0.9865044498860559
4,0.5654203122912111,1.0650573565785997
5,0.6645014358058158,1.0637774010376453
6,-1.2519155640862403,1.144736029046386
7,-1.2278933563094148,1.2283262513230249
8,-0.862802129732313,1.1797129289643358
9,-0.719858332170879,1.321810728483608
10,-1.1170404235074458,1.4153155293156146
