cohort,estimate,se,states
2014,0.048032428238634066,0.18034148809044753,44
2018,-0.22341128951180575,0.1529251229717762,36
2020,0.09974265636895452,0.2068262414952722,53
2021,0.12864777482933837,0.14517188601784312,"11, 25"
2022,-0.09165171377733754,0.2705369995640439,9
2024,-0.3496321015395505,0.3003645004911313,"41, 8"
