e,estimate,se
-6,0.009421898405530118,0.009278268816523745
-5,0.01092649616842042,0.017356259066747183
-4,0.00855918550909123,0.022963653468897217
-3,-0.024960482289753234,0.01770015742703621
-2,0.00801478876368045,0.018671669692758887
-1,0.024622741403783285,0.026237406205451338
0,-0.03712892661610801,0.024899705320303524
1,-0.051396290040464136,0.024891690739929383
2,-0.04352451145078278,0.028144350170337923
3,-0.015210866909418428,0.03474977933484857
4,-0.043401689276320335,0.042030670812708996
5,-0.047330783211864166,0.05403774826208062
6,-0.0955212870019014,0.0441249587174432
