cohort,estimate,se,states
2018,-0.08345124084283495,0.13570508781697577,36
2020,-0.04367738223676092,0.10575189655532864,53
2021,0.24072258016205167,0.09100346380572974,"11, 25"
2022,0.0960412845954725,0.09156739644660998,9
2024,0.13084605795475923,0.10388772105318064,"41, 8"
