year,estimate,se
2004,0.0030117238464539287,0.06805290544785085
2005,0.04805999186477447,0.06840101914852417
2006,0.0573626220228241,0.06013680867058931
2007,-0.031086002342672753,0.07102516046043802
2008,0.09340050111284115,0.06490804621178703
2009,-0.03473783587168604,0.05976369208998108
2010,0.06678657447633761,0.087191140641477
2011,0.11014005131119586,0.07284343720722773
2012,0.07042434252311339,0.06881765271178522
2013,0.11201066348464009,0.07113539904573503
2014,0.06146474908915623,0.07192420439809069
2015,0.019961790657146684,0.08545967038739515
2016,0.032480428374319026,0.07347744188324734
2017,0.08096500770762034,0.08322545289990207
2018,0.045216103510398946,0.0810681671985722
2019,-0.041137898959660316,0.07912307431954746
2020,0.030627712188059424,0.0777415879040622
2021,-0.017214722873559147,0.08980392074333685
2022,0.061286766909003074,0.07825335711377261
2023,0.11125250850844226,0.09765583921990224
2024,0.13870623068942028,0.07978596675294954
