e,estimate,se
-6,-0.046707150192358195,0.13209699538504113
-5,-0.008098100531767505,0.1034443599055228
-4,-0.06681995556946545,0.07624904271422953
-3,-0.020556951306807902,0.09053885695457302
-2,-0.01866862151601006,0.07809489274061555
-1,0.06256442805906143,0.09007145985150466
0,0.014377458327874173,0.08916621503061084
1,-0.11636249678046215,0.11922251306681078
2,-0.20869891438464155,0.11612913165799497
3,0.004623889479857742,0.1769574085066118
4,-0.36353067535945066,0.22384699639354835
5,-0.04976552511676946,0.22755341213898
6,-0.29015897114908173,0.20908060614875248
