e,estimate,se
-6,-0.06492921202331955,0.04249925851684108
-5,0.02885813772941338,0.02635309115718649
-4,0.010943006104321952,0.031106314999962734
-3,-0.012175853923549688,0.025421024986457156
-2,0.014218608064415017,0.021762367240903812
-1,-0.01863674525395051,0.023707565631574456
0,0.0349925151035998,0.0254145272900831
1,-0.009916636746413956,0.018754833137459747
2,0.003828060900265479,0.026420029806448666
3,-0.0012443746038896077,0.022030173787947648
4,0.02979345809985388,0.033000570874338976
5,0.028541117699183452,0.05138493368745833
6,0.1548185650157472,0.13479665016729184
