cohort,estimate,se,states
2004,-0.16115768282477255,1.1691812728815985,6
2009,4.39573795966073,1.9393938015682823,34
2014,-3.6266708850678984,3.389304968404061,44
2018,-1.9275158874170775,1.88819907727831,36
2020,1.5692573312241436,2.151590375772248,"11, 53"
2021,3.393879987511041,2.1653232323225238,25
2022,-5.987705382473389,4.345909720190777,9
2023,-3.5290274654969966,4.114863507265332,41
2024,-0.7196776938842966,4.06769174966308,8
