e,estimate,se
-10,-0.018915140317906847,0.07198604090709243
-9,-0.06653777979894465,0.07109256632212031
-8,0.02436212997858399,0.06995452689046096
-7,-0.041428684332322774,0.06571345825922598
-6,-0.02844016858658707,0.07099913659640045
-5,0.1201090611790443,0.0704514432260364
-4,-0.10830623914909321,0.0733418570674238
-3,0.1350687109978355,0.06686021148948984
-2,-0.10428106676739614,0.06866293834153182
-1,0.0030308130347950716,0.06793414054266808
0,0.029614388729783354,0.06590790910391332
1,-0.02121357343422654,0.06721585861422473
2,0.0031613869069658366,0.06374382338690858
3,0.01439399500496758,0.06583091791588697
4,0.07378524010746057,0.07318004751954027
5,0.0676203211146078,0.10142167590392617
6,0.1457613773638469,0.10016820942566339
7,0.02165977514505396,0.0867737696558213
8,-0.0032518866748782733,0.07858795939085618
9,-0.11650567068488532,0.06545727729830743
10,-0.046002832810353604,0.08877356826540576
