cohort,estimate,se,states
2004,0.031668451023657264,0.03205839195150647,6
2009,0.08572081900401007,0.07071927006233444,34
2014,0.11949924329538525,0.09997339442614331,44
2018,-0.03863558053014877,0.06217413959434871,36
2020,0.025281499082532764,0.07708726692776337,"11, 53"
2021,-0.05473297670343061,0.07976648149375318,25
2022,0.055588133453856936,0.12349248474895007,9
2023,0.1825002295890366,0.1247915003533606,41
2024,0.12252624952148061,0.15944167935767303,8
