year,estimate,se
2014,-0.1792481475120038,0.19628976119185648
2015,-0.0002527179028750659,0.1850201450978052
2016,-0.08826033605353012,0.18197750121946962
2017,0.02765837918241187,0.1947603434221229
2018,0.19661250392487772,0.18187942254332326
2019,0.1476259246056844,0.17875658486249243
2020,0.12219343679786152,0.15875514406232866
2021,-0.03838487447223129,0.1236975118230872
2022,-0.4037269758096759,0.14862561634625665
2023,-0.20844867894321237,0.24572199263383177
2024,-0.36511364515470984,0.2483628482757
