cohort,estimate,se,states
2004,-0.0010737156716349072,0.004655999322177868,6
2009,-0.0037214922367356062,0.00927169741235805,34
2014,-0.00872675009018778,0.010815109790741823,44
2018,0.0005520750793751196,0.006699955862324277,36
2020,-0.012448657324880525,0.010801066126008072,"11, 53"
2021,-0.0107323064539536,0.010220513434154118,25
2022,0.00599998307475347,0.01500821491983355,9
2023,0.0029135998774949146,0.012566771923439829,41
2024,-0.0040359116762489836,0.018607829229080938,8
