year,estimate,se
2004,-0.0033521936506386574,0.026274363819931243
2005,0.022255954301620084,0.026383024860712936
2006,0.06760410884744694,0.026858794190909016
2007,0.023070182677671247,0.026324553036742238
2008,0.014260505126997503,0.025217089921450327
2009,0.007542575033353209,0.024915638943903192
2010,-0.00639857346028895,0.025900029203552517
2011,0.014480054130252346,0.02466601829895137
2012,0.005689530674545572,0.022195207954794013
2013,-0.009390007612343406,0.026671793049880554
2014,-0.026374930950299257,0.02424904254504508
2015,0.020992828246736022,0.0249756900275241
2016,0.019008732338569045,0.025982597160171164
2017,-0.0040379964010334585,0.02368748515596192
2018,-0.012146356147764718,0.0199252359619805
2019,0.04243407130233871,0.01779596610226219
2020,0.015427634324536187,0.01820191825263184
2021,0.025153195166825137,0.01822054417556465
2022,-0.004803187266129874,0.017194043610476772
2023,-0.016447035109865484,0.016790302633487884
2024,-0.011479614218173229,0.017307696506523175
