e,estimate,se
-10,0.06973227523486834,0.0688350026612833
-9,-0.018515449587459976,0.07743055232931302
-8,-0.012552757534562246,0.07940173423478683
-7,-0.059492979979263776,0.04796009760915814
-6,0.043885354279530796,0.05622052212841828
-5,0.048835576383777335,0.049941668496186885
-4,-0.025960514534411196,0.052932518412803706
-3,0.028572491525789237,0.0535079516222742
-2,-0.009496122111820774,0.04723985972571093
-1,0.0011901311113662004,0.05094446659340242
0,-0.024199196847320453,0.05189292566096927
1,0.02208563479918652,0.05004301663455426
2,-0.027413843086355045,0.04898973619268709
3,-0.03109895356182431,0.0547069625095026
4,-0.04730605144526984,0.05236454709435042
5,-0.0021083892151389093,0.0604877451312116
6,-0.11671982119294019,0.0718936725173072
7,-0.038498400634593685,0.060152960238292266
8,-0.013074998630975396,0.056098119780484554
9,0.06859236923237412,0.06893199813089916
10,0.04839332291676936,0.05904124079471053
