e,estimate,se
-10,1.1334096054652356,1.6381926999845209
-9,0.033189097298156486,1.5503498858690161
-8,0.5900042364564744,1.612200559953628
-7,-1.1207703079242908,1.5674653452426708
-6,-1.0624731129435236,1.747339708330733
-5,2.5826817522379777,1.8833744378437434
-4,-0.8508426843482186,1.7665792270374032
-3,0.13594887704107234,1.5699671924644871
-2,-0.6283485115650318,1.5035912946389078
-1,0.8904916593781775,1.535667551792115
0,-0.10915821948033222,1.537867730935592
1,1.1992578455089793,1.7187156478168557
2,-2.568468415063177,1.703940850785246
3,-0.8028953781086623,1.6827367971899398
4,-0.7872297810829716,1.8455464660948053
5,0.3721672540543511,1.9075164087512362
6,0.8641595898916827,2.04819287681709
7,-3.2112016868896824,2.4976792684136777
8,-5.011952740356041,2.3170647989301485
9,-2.284403468497937,2.7814504017701025
10,-1.479956406613508,2.450199757368707
