year,estimate,se
2014,-0.010540650467554855,0.0409926976343759
2015,-0.010663298989431323,0.03920336313082526
2016,-0.037989981880947335,0.03644678600647198
2017,-0.006701147212040175,0.03862727923213428
2018,0.01515637089811249,0.017019956748350662
2019,0.026207584268753973,0.025157410703824126
2020,0.038823136021109136,0.022943404698342065
2021,-0.018891273424384663,0.013431736653868367
2022,0.00873111792785078,0.018119688053232996
2023,0.019313147828436086,0.02488545705226539
2024,-0.01496772362047495,0.015694101578239465
