year,estimate,se
2014,-0.4971637891848378,0.1540384779341628
2015,-0.49347330615210283,0.14865190072554924
2016,-0.24767871773863148,0.15993521078500092
2017,-0.4474391676344096,0.16076189882250083
2018,0.13139840584356013,0.12452200711994786
2019,0.0258415748682298,0.11940609502229678
2020,0.12148424527444983,0.15375106095679905
2021,-0.06029349276051,0.08359035258607825
2022,-0.18734546210305392,0.09342823712782297
2023,-0.10176689505653408,0.13091090880292644
2024,0.010928829452328134,0.23705876506393403
