year,estimate,se
2004,0.04282692724148707,0.05441500450855647
2005,0.022572342044303917,0.04418065538243588
2006,0.056701371976305315,0.044028862021005886
2007,0.04895545042701577,0.0494776681445339
2008,0.05584827363189382,0.046141588937553574
2009,0.03686876118799251,0.04222286903911944
2010,0.03149314064996771,0.042257644797963116
2011,0.007468015781566982,0.04384027125466152
2012,0.028310262902840846,0.04614453518361984
2013,0.04248126094243163,0.04684408518596581
2014,0.025450091033538905,0.04856592516442881
2015,-0.0008528503276265413,0.04616862042043789
2016,0.11285984984584299,0.04516726603845895
2017,0.09130461098028499,0.050169391168904884
2018,0.026043701660187414,0.040995234440066176
2019,0.060332506793643124,0.03669051391971507
2020,0.026764493220250995,0.03814818098541007
2021,0.05044474297783927,0.03699090334747849
2022,0.024159309480502864,0.03584924199105313
2023,0.02629087137479335,0.036142827333416234
2024,0.0309312686764076,0.032957933949040084
