e,estimate,se
-6,-0.06274768035100127,0.0420029419509228
-5,0.043674176630903484,0.025443308075939267
-4,-0.0033856882238570223,0.02719869352759977
-3,-0.03829023776674885,0.02595237644025037
-2,0.012909985664513101,0.022940806790782736
-1,0.015078589133006168,0.028468499840370278
0,-0.005360127712271556,0.029171726425895626
1,-0.020916142111263122,0.029150124007844717
2,-0.01470629913009504,0.029676319325240282
3,-0.024494302350826825,0.031129341148037077
4,0.013048179190475831,0.029254330356734918
5,0.11672344617600668,0.10763043913165399
6,-0.032412425255868155,0.02421439526736683
