event_id,state,event_ym,mw_before,mw_end,pct_window,n_steps,post_avg,pre_avg,weight
3,Alaska,2010-01,7.25,7.75,0.0689655172413792,1,0.018404412098910528,-0.02739005685439702,0.003285237611138788
4,Alaska,2015-01,7.75,9.84,0.2696774193548388,2,-0.02520886043411555,0.08023843213690135,0.0037314425133980296
5,Alaska,2024-01,10.85,13.0,0.1981566820276499,2,0.011449904498291455,0.0790907817071615,0.0028031487544279182
7,Arizona,2017-01,8.05,12.0,0.4906832298136645,3,-0.013101545863695385,0.03463026201779312,0.030970100959925893
9,Arkansas,2016-01,7.5,9.25,0.2333333333333334,3,-0.026176547718816223,-0.03922413239754757,0.011857387811197719
12,California,2014-07,8.0,11.0,0.375,3,0.006020910619652542,0.005428605597516234,0.18716727577357684
14,Colorado,2017-01,8.31,12.0,0.4440433212996388,4,0.03583203659221704,0.0808582581374121,0.01760159163632218
16,Connecticut,2014-01,8.25,10.1,0.2242424242424241,3,-0.06014666720888845,-0.09651827031477711,0.018381548414116676
19,Delaware,2014-06,7.25,8.25,0.1379310344827586,2,0.009350085649473705,0.01279180116109141,0.004410348890652745
20,Delaware,2019-01,8.25,10.5,0.2727272727272727,3,-0.07409918066711388,-0.004132796663273208,0.003828793625812437
23,District of Columbia,2014-07,8.25,12.5,0.5151515151515151,4,0.025496857099333442,-0.06835041464200975,0.0017100049618315502
25,Florida,2021-10,8.56,13.0,0.5186915887850467,4,0.047380024698323475,0.04958498858395827,0.07658990244112548
27,Hawaii,2015-01,7.25,10.1,0.3931034482758619,4,0.06345402064351802,0.11684977366219901,0.005793365828519505
28,Hawaii,2022-10,10.1,14.0,0.3861386138613862,2,0.04348722378186509,0.045744469270818655,0.005920036334393132
30,Illinois,2020-01,8.25,13.0,0.5757575757575757,5,-0.0501077034615362,-0.06628338717708243,0.05373453207884626
36,Maine,2017-01,7.5,12.0,0.6000000000000001,4,-0.06186337772646,-0.08758572623543803,0.004859440193794296
38,Maryland,2015-01,7.25,10.1,0.3931034482758619,4,-0.012096938134562363,0.01771969402899426,0.022840046951129196
41,Massachusetts,2015-01,8.0,11.0,0.375,3,-0.04944982558635738,0.0008271493931507057,0.03312122956374231
43,Michigan,2014-09,7.4,9.25,0.25,1,-0.059731988190340035,0.013432373390907748,0.042979997166032076
44,Michigan,2025-03,10.56,12.48,0.1818181818181818,1,0.03979407328978568,0.051442044126774944,0.04863821806766848
46,Minnesota,2014-08,7.25,9.65,0.3310344827586207,3,0.008432196400726844,0.0015453285337759803,0.02638269669003069
48,Missouri,2019-01,7.85,11.15,0.4203821656050956,4,-0.06322146554205332,-0.10353631522711454,0.024134810781371835
51,Montana,2022-01,8.75,10.55,0.2057142857142857,2,0.004199722198464012,0.030159462615482302,0.0043986606993100365
52,Nebraska,2015-01,7.25,9.0,0.2413793103448276,2,-0.000562632416788944,0.0030418594121642273,0.006486171724956368
53,Nebraska,2023-01,9.0,13.5,0.5,3,0.007257759271138753,-0.04051565817562036,0.008673791065308396
55,Nevada,2020-07,8.25,11.25,0.3636363636363635,4,-0.030276671524554405,0.0050476144904601505,0.013572130266498552
57,New Jersey,2014-01,7.25,8.44,0.1641379310344826,1,0.008065911786686308,-0.0029645839689003695,0.04266779175452491
58,New Jersey,2019-07,8.85,14.0,0.5819209039548023,5,0.0016546760975931774,0.022390633411741023,0.03932383158644201
59,New Mexico,2020-01,7.5,12.0,0.6000000000000001,3,-0.018221612118579755,-0.03561932562826858,0.01044883561775101
61,New York,2014-01,7.25,9.7,0.3379310344827586,3,0.016067888468360075,-0.00542596652712829,0.08716406092914358
64,Ohio,2022-01,8.8,10.7,0.2159090909090908,2,-0.0032759956003663993,0.013400849798261893,0.051695711791511625
68,Oregon,2016-07,9.25,11.25,0.2162162162162162,2,-0.024846752504405795,0.022430845190021698,0.017734136601335597
72,Rhode Island,2015-01,8.0,10.1,0.2624999999999999,3,0.012507330351876095,0.005207403973649438,0.005061327830750826
73,South Dakota,2015-01,7.25,8.85,0.2206896551724138,1,-0.0049561275916670255,-0.058885164053173844,0.0031605437188503087
74,South Dakota,2022-01,9.45,11.5,0.2169312169312169,2,-0.004569245029704086,-0.006368106930080997,0.0035800321783973268
76,Vermont,2018-01,10.0,11.75,0.175,2,0.007473817569366048,-0.022540422891739964,0.00292133505360704
77,Virginia,2021-05,7.25,13.5,0.8620689655172413,4,-0.06632770585814915,-0.036985174023056455,0.03424648380579022
80,Washington,2017-01,9.47,13.5,0.4255543822597676,2,0.033121951147409234,0.050258819544952316,0.029643115374914607
82,West Virginia,2015-01,7.25,8.75,0.2068965517241379,2,-0.02623559528104022,0.027719052673977396,0.00848088295185353
