year,estimate,se
2014,-1.18409311620881,0.3999021229784462
2015,-0.4921850233003693,0.49391112574194
2016,1.163209037252519,0.702518273638131
2017,-0.41862252099482444,0.6920564982652869
2018,-0.6136866800518136,0.5532164305173298
2019,-0.29920584725044463,0.6175590159565475
2020,-0.42845607358982557,0.4524260370379196
2021,-0.15412788985304762,0.42952820216928983
2022,0.34119768739084055,0.4300913306864217
2023,-0.23927761741679004,0.6648349521503412
2024,2.069033982925477,1.650365367738473
