year,estimate,se
2018,0.0025110354804041557,0.08490877951292151
2019,-0.05655537813488559,0.0814920894064395
2020,-0.06396005932188428,0.06829250543441566
2021,-0.005602009507751839,0.05430067848652113
2022,0.01754877129491531,0.06045750386844555
2023,0.04505702185884099,0.09318812573040729
2024,-0.056735304221051476,0.15864504577028357
