year,estimate,se
2004,-0.05127274826973571,0.06447427595098777
2005,-0.06636157042941193,0.06128992693831852
2006,-0.1354031982634848,0.06607866258335975
2007,-0.035365627215768414,0.060953326439583164
2008,-0.06317797647517809,0.05356484168265586
2009,-0.041947574310314754,0.04686919526522848
2010,-0.014475652341428962,0.04374888484869442
2011,-0.06741681268223791,0.04820879501948733
2012,-0.04831936990601186,0.05154870886574582
2013,-0.03493360690188686,0.048775774478603824
2014,-0.035428623740396584,0.051044165729692295
2015,-0.015314999478266948,0.04242648978759885
2016,-0.007836035400157378,0.046342686055394385
2017,-0.008854390434787768,0.04240869859160637
2018,-0.12619561446731525,0.047435883216083
2019,-0.03629135767374884,0.03121040611563939
2020,-0.01829348407049472,0.03547507519474288
2021,-0.01660959852985154,0.0386732073314794
2022,0.03910661054517579,0.029184269482046773
2023,-0.039047224717076216,0.034689394521061095
2024,-0.0041732984086695684,0.02642908592032206
