year,estimate,se
2004,-0.032812924883538486,0.028173143245604063
2005,0.0031922120226778317,0.025034333529250028
2006,-0.018809549967322536,0.026876715204765703
2007,0.0062746686436904175,0.02742586026661104
2008,0.020881788144120006,0.027299083304370003
2009,0.015591116421606552,0.025269065120532664
2010,0.010734610867202335,0.022546364415710948
2011,0.005177902935645806,0.025322524304372606
2012,0.05127287231725189,0.024659845410147773
2013,0.02479625014042318,0.027450200749187647
2014,0.02901585716238368,0.026026903930340805
2015,0.0012739271760195548,0.025552312613942023
2016,0.06674338996041931,0.023324248780782927
2017,-0.010933236576421004,0.02543282646674503
2018,0.02667595406357899,0.021786527053776
2019,0.010336658712801714,0.0243253086121906
2020,0.007363143814719824,0.023387972217774895
2021,0.02042555066420558,0.02614773894049146
2022,0.03693068683484644,0.02513233765338873
2023,0.057741656185705086,0.021087225425232226
2024,0.03355801584125677,0.022705524104140076
