year,estimate,se
2014,-0.13234324319226598,0.22258211596461097
2015,0.21287443475393755,0.2156853950505846
2016,0.18804315146978778,0.27092962070652526
2017,0.02229266798655183,0.21195268520496816
2018,0.07654796768261121,0.19141355340479124
2019,-0.2509481075499093,0.15674665840319066
2020,-0.21966575648838285,0.14458980158317167
2021,-0.03377665299029364,0.15147741970334594
2022,-0.26071309589812525,0.1452138637130585
2023,-0.16439331935751528,0.21664129156162537
2024,0.01617040349532676,0.24400661664452905
