cohort,estimate,se,states
2004,-0.033790113038505466,0.010997203962526996,6
2009,-0.003765551400528932,0.020552971234469166,34
2014,0.002497974180196291,0.030954713328940512,44
2018,-0.002702428056414844,0.018396169425627953,36
2020,-0.0053654271204175655,0.022462369365764727,"11, 53"
2021,-0.013374386442212893,0.025099309448864494,25
2022,0.0034836192974434708,0.037130959333759206,9
2023,-0.0036600040440623316,0.031743354541332834,41
2024,0.018628482448126926,0.037884715123336084,8
