cohort,estimate,se,states
2018,-0.06069639795225349,0.09342219635445784,36
2020,0.06937801090675136,0.09655529318025878,53
2021,0.034060933028876306,0.07189111377665144,"11, 25"
2022,-0.06712795683662269,0.07523526930336415,9
2024,-0.20241522301632653,0.07422854186101084,"41, 8"
