cohort,estimate,se,states
2005,0.05826983891662151,0.043382107585555316,6
2010,0.025265660359481013,0.08153065726551226,34
2014,-0.10101219538154993,0.08814180089022114,44
2018,0.002484619279919234,0.06470480952244452,36
2020,0.17255342760431092,0.09975596912500417,53
2021,-0.027416466992409804,0.0798107426174089,"11, 25"
2022,-0.07385668601243331,0.15952916178911142,9
2024,-0.03905980508615203,0.11893055405156573,"41, 8"
