year,estimate,se
2014,0.02785660454464728,0.08280804769506928
2015,-0.06399900383819684,0.05709980510518974
2016,-0.05658733682599206,0.06374135801740233
2017,-0.05782321440003243,0.05750958324008481
2018,-0.05835574644625342,0.051497274167741906
2019,0.02022642859995517,0.07164958117699079
2020,-0.003465989493785276,0.05574098784342369
2021,-0.0699086073740573,0.046280640569868955
2022,0.003191420041438031,0.060525221242674454
2023,0.05362563472258752,0.13470202050742972
2024,-0.07055485440349282,0.05180908928770952
