year,estimate,se
2004,-0.011420020372950646,0.03801909100007076
2005,-0.015315300099189133,0.04007030166885287
2006,-0.04480399077144448,0.03518719859094301
2007,-0.016539972547119697,0.032994319864314496
2008,-0.010985021551340068,0.03777604493184111
2009,-0.02120513896351951,0.03574027868766035
2010,-0.0017475182724711875,0.03246471708360999
2011,0.003475510473248323,0.03934250035129218
2012,-0.022090796857379535,0.03657795502065486
2013,-0.0020225507446034107,0.03925596113992844
2014,0.004091335385500214,0.035699844437954854
2015,-0.04146961307143627,0.040411436794973415
2016,0.05559431354788069,0.042449587172654936
2017,0.005681640672623179,0.04334725107860394
2018,-0.007103470857095924,0.031845647105545626
2019,-0.0036308059902449385,0.03838981462995691
2020,-0.0005936743755840842,0.03674546644612591
2021,-0.006854101797738874,0.03436089771636256
2022,-6.885800735465709e-06,0.035747688909430406
2023,0.014292013908884692,0.03489868224313012
2024,-0.02131550668904083,0.04044119211846028
