e,estimate,se
-6,-0.03788757996422524,0.019642788157251234
-5,0.01553733343746609,0.017424225376339347
-4,-0.02152064814422351,0.01720905714067916
-3,0.01164270321011575,0.01563331135058661
-2,0.012761566407043507,0.01902689748542345
-1,0.016182021078941483,0.01984885709770824
0,-0.020018192431174347,0.018508827385748813
1,-0.023249259846185196,0.020160540396014354
2,-0.02732094943225667,0.01988905214951099
3,-0.045982702303359956,0.017685955108673965
4,0.0023338063159329616,0.023971434723720982
5,-0.0295113368766597,0.017909049234878356
6,-0.011590375428899638,0.019220322392275904
