cohort,estimate,se,states
2004,-0.06260700119745413,0.06402189392977616,6
2009,0.15389053250476772,0.11624110913154419,34
2014,-0.17711358684038722,0.13262999836210326,44
2018,0.014034120201561568,0.07715703057384815,36
2020,0.2288938827669369,0.17773672031899224,"11, 53"
2021,0.09445467983767872,0.12744075111002837,25
2022,-0.18801918351569347,0.11928217933024138,9
2023,0.03018837912479133,0.018959758924729495,41
2024,0.10599731421296638,0.3802681475739945,8
