e,estimate,se
-6,-0.016970445551645296,0.06600329245472147
-5,-0.011153322651490154,0.033674037510105115
-4,-0.056177049635560014,0.06223778921322925
-3,-0.035818284693287086,0.021143072185204996
-2,0.016653829873924404,0.026791606374919907
-1,-0.012790313564943687,0.026776095864420243
0,0.05412691024557195,0.04126924275033915
1,0.03301750889101359,0.03879443816377087
2,-0.003306684140628708,0.027190904830979457
3,0.02429479486081639,0.030195112404073698
4,0.054090311248094096,0.04227566224426381
5,0.16182720540522938,0.10533703093922164
6,-0.00031351808417359045,0.01722670254080592
