year,estimate,se
2014,0.013079153217406065,0.030972291220696398
2015,-0.02110924225286761,0.024695400435272595
2016,0.08873360540639544,0.06765097454615199
2017,0.01715598390060829,0.03223840629281134
2018,0.0719877513054431,0.04796224829448821
2019,0.004673605649695219,0.021314243241087657
2020,0.003789763527778726,0.015540944901590203
2021,-0.007101321770531606,0.018324913231590113
2022,0.007981217129993829,0.019589733325740613
2023,0.04992626240448125,0.06478527724422815
2024,-0.025025767558857572,0.019108732103871373
