cohort,estimate,se,states
2004,0.9176812643139534,1.7833789489589764,6
2009,0.8114082493131454,3.756877623581887,34
2014,-3.377706411725941,5.031238402393763,44
2018,1.8375665998770476,2.1969485184232744,36
2020,-0.2070166006299324,3.5009960560486495,"11, 53"
2021,-0.19032298391979108,3.390705593428086,25
2022,-5.443729607586939,5.508949680773538,9
2023,-7.988511456491844,4.490192617165909,41
2024,8.757666238362777,6.036678362908741,8
