year,estimate,se
2004,-0.06635983327412487,0.037458422247456165
2005,-0.029604681650237996,0.03772504237923277
2006,-0.017348444254057016,0.03582793371386222
2007,-0.011383722919095174,0.038960524412171633
2008,-0.06128383248080915,0.0367917872166877
2009,-0.05577890502219121,0.034058625427618075
2010,-0.05767785228122004,0.03156047384582304
2011,-0.0637088760266336,0.03233263533199555
2012,-0.07434841842226105,0.03128393046783081
2013,-0.13048823202529125,0.03569400638737985
2014,-0.09342622055889128,0.031219497953687305
2015,-0.10974776939035416,0.033439072221813755
2016,-0.08675992251963677,0.03437354432118125
2017,-0.09658690322290125,0.03647467181879687
2018,-0.09463250795854353,0.02929952937223485
2019,-0.0761207753833814,0.030269611161554556
2020,-0.07297365323291434,0.026763216888269648
2021,-0.10158985471918779,0.028171434668952874
2022,-0.08073684853864102,0.028869482765495332
2023,-0.0751455485272558,0.02477171392911088
2024,-0.05719986489622033,0.02703617862255083
