cohort,estimate,se,states
2004,0.016472383593624934,0.008685119888040157,6
2009,0.0029771366240040403,0.017564306857150443,34
2014,-0.00189634888875631,0.03720207623851454,44
2018,0.015041176136188895,0.014577437153811627,36
2020,0.012886875145974686,0.01759429170071407,"11, 53"
2021,-0.060740103824736214,0.0333070776625594,25
2022,-0.0077654505795295035,0.02491825637447005,9
2023,-0.010374273591096203,0.0335240359634098,41
2024,-0.008949212431847098,0.029646773184176953,8
