e,estimate,se
-6,-0.008629263381827311,0.17072671454707097
-5,-0.021417793008201087,0.12898989445676745
-4,0.0035980041477164755,0.15082590333595083
-3,0.05777478340131322,0.1753557173940853
-2,-0.10814669360858613,0.17552650837366396
-1,0.04163895094417448,0.12908641702191043
0,-0.03309459860764779,0.12058494345001906
1,-0.14802660845900648,0.11382565381562813
2,-0.038912631221623944,0.16578544654395766
3,-0.40222670713870456,0.23977059635529402
4,0.2757687458957421,0.2500567635108174
5,-1.04563045981778,0.4594692975913433
6,-0.7723216903423717,0.45782800592761713
