e,estimate,se
-10,0.037268180307148464,0.7857227964174947
-9,-1.5072530870896512,0.8493351615615081
-8,0.3168717073788797,0.7999141002010307
-7,0.8299196031377795,0.8271376557135265
-6,-0.06629995584181132,0.8783840087041571
-5,-0.0858900928133264,0.8936307230767464
-4,-0.15475012151700737,0.8821662355827732
-3,1.0419832683788637,0.785302678294517
-2,0.1595409204183561,0.8509507628408158
-1,-0.6544980670330965,0.8328382663034114
0,0.8542320207817329,0.887343182494819
1,0.7299738703343711,0.9032254034700451
2,-0.11315870443972255,1.0027635194782083
3,1.3180362355065072,1.0062845127829845
4,1.2155230958808432,1.0805520087657652
5,2.3165055800578647,0.9835247377398353
6,2.9980724884160246,1.0625547374193012
7,1.8679762004172724,1.3646402875255639
8,3.3350046071777553,1.4450895366353507
9,1.9766203680445305,1.4533519517780846
10,3.2452284824272923,1.4297111243092853
