year,estimate,se
2014,-0.2394948993505912,0.17075697133690945
2015,-0.22367926964366658,0.17141467367455912
2016,-0.13392603407692305,0.17877063255909678
2017,-0.18822263958979193,0.17042243117008207
2018,-0.03124476761736034,0.044460170882398266
2019,-0.017739222974204317,0.04380416160335709
2020,-0.018727025805811256,0.034054670196602056
2021,-0.05866650459976878,0.02727225004560367
2022,-0.02616228769069791,0.032735053901491874
2023,0.03036851633038204,0.06865600555379543
2024,-0.05930329860847296,0.026063207408793507
