e,estimate,se
-6,0.04981054141991871,0.09099461042522079
-5,0.10412634053125353,0.05806401028978605
-4,-0.16066277907827237,0.05459024692690533
-3,-0.015111673623525187,0.06679820857830399
-2,0.11138192132410507,0.05362835323158456
-1,-0.013234865692893496,0.04090529686582893
0,-0.03201151710288063,0.04470273711080083
1,-0.05854617631441215,0.04477571580898122
2,0.008354957844367336,0.043557877587238045
3,0.03509303816690704,0.040072711626868415
4,-0.06789856884157422,0.05820405195854208
5,-0.17118369409736683,0.1326244034581823
6,-0.054540865596816486,0.17644620496091332
