cohort,estimate,se,states
2004,-0.022536368170263832,0.027885041546758305,6
2009,-0.043695047304317114,0.03989207819908777,34
2014,-0.0879836371936877,0.023643245433877056,44
2018,-0.02310198799842906,0.037169737084489514,36
2020,0.018743199174140225,0.054316674836421046,"11, 53"
2021,-0.013258829764631441,0.049926614145731574,25
2022,0.03165581321843173,0.09445306772824633,9
2023,-0.027216809124619823,0.07196487437197716,41
2024,0.006042737060453329,0.012355746084054861,8
