year,estimate,se
2014,0.0017843380657363017,0.181820478926465
2015,0.03918660303109722,0.17593631616451097
2016,0.11884823209287343,0.17473220016593202
2017,0.022148306249534233,0.16904399416293397
2018,0.021978445657305785,0.1240059054792101
2019,0.013840193926922014,0.1433756675465872
2020,-0.0077670359866515324,0.10863207131810317
2021,-0.15057134600608882,0.09816389455828245
2022,-0.08306821592237264,0.12079306631223004
2023,-0.11451967018023512,0.1979858020375713
2024,-0.5661863732610894,0.19468265579730376
