e,estimate,se
-6,-0.011849589897010113,0.16456067146102946
-5,0.00734305946606252,0.15917962699532706
-4,0.04205570178490263,0.15277011158390505
-3,-0.14714684507515438,0.10690679213192333
-2,0.1053853080407979,0.0927654760224442
-1,-0.07232601084768875,0.09450183081077801
0,0.13989657578361211,0.09237575646671556
1,0.06419233707953237,0.0862029077609757
2,-0.006552605436909562,0.10555065541947475
3,0.14093911400510298,0.10134508491224475
4,-0.09223902472991624,0.14002100606206727
5,0.11866637132319838,0.24349053560429615
6,-0.17017988000454015,0.3994205935516064
