year,estimate,se
2014,0.022623506075529196,0.03657074292095797
2015,-0.045043240359922986,0.02741278302155282
2016,-0.03575357261880591,0.027748954451375676
2017,0.0041621783212351104,0.030591038996604845
2018,0.013395461722975654,0.05338673442606762
2019,0.011208602132028423,0.0467328380564981
2020,0.005016795411426755,0.03903661484273566
2021,-0.038692782988190594,0.028739528846144453
2022,-0.048846207279856876,0.02975067929660607
2023,-0.011989099773922403,0.0732220160166058
2024,-0.03182272501722371,0.03504734471442289
