cohort,estimate,se,states
2004,0.014802132608398657,0.029069628929637933,6
2009,0.010192362927158687,0.05778296303717444,34
2014,-0.029790462927004414,0.09330160882731045,44
2018,0.004063430933561778,0.05777411822676641,36
2020,0.0012836341465713775,0.06290826070939667,"11, 53"
2021,0.10075030346543887,0.07083037137680763,25
2022,-0.040122550158091075,0.09864822946582477,9
2023,0.03725612642992254,0.10056826576614708,41
2024,0.019456186371466067,0.1314254299295625,8
