e,estimate,se
-10,-0.006272566375758374,0.04043625321527411
-9,-0.003730019317930676,0.037609629444985034
-8,0.023382798186468358,0.03886740209825748
-7,-0.030463998922091135,0.037173239038613345
-6,-0.015990080083981333,0.04426542361885504
-5,0.042344006247545043,0.04368992293098056
-4,-0.020314596754634064,0.04081632111200772
-3,0.009768212512247732,0.03654228191633799
-2,-0.0013586456161122275,0.03596680629204135
-1,0.012288232642865042,0.03832907205862358
0,-0.00021428463446124794,0.037773030396948105
1,0.014177139853549408,0.040293587741320906
2,-0.07397264064738232,0.04106360858391678
3,0.013943002038722023,0.040766628366531915
4,0.01789384836685319,0.04421396399990162
5,0.023767671036027043,0.043852383878173855
6,0.027687833208012318,0.04580556326827548
7,-0.033308395223627475,0.05764928850651981
8,-0.06924734040130569,0.05554353112703051
9,-0.05562226376908367,0.06839430875615063
10,0.009328605538858932,0.05675284388495912
