e,estimate,se
-6,-0.24268066212395542,0.4709962940818762
-5,0.690530718933517,0.26992160712376884
-4,-0.7074694862631934,0.25843432678954137
-3,-0.08702664059950041,0.1979710852385283
-2,-0.09360239560707156,0.19323660656207234
-1,0.43009924895705853,0.2105071867582387
0,-0.2510662208759878,0.20773680103977413
1,-0.031958781863772365,0.234683479739808
2,-0.2953220217943879,0.25640262655014434
3,-0.12137311918835354,0.2141772526414345
4,-0.24332113961020824,0.3522911107659758
5,0.658603469502311,1.0912941698775054
6,-0.9572222629938877,0.5404452042375641
