year,estimate,se
2004,0.00413343620924856,0.0066387557448814045
2005,0.003839388666876657,0.006241344642493909
2006,-0.0011262286435693436,0.006313892604838547
2007,0.0011524502565266673,0.006900481833814053
2008,0.00023977720150932663,0.006732753402623601
2009,0.006463863837995863,0.005737817792406253
2010,0.0008733528973332117,0.005244987250771199
2011,-0.00080946347876475,0.005927165936268569
2012,0.0010104237738846143,0.005640227086016705
2013,-0.0066831896880160625,0.00571415456123347
2014,-0.009486864523932595,0.005192452981530432
2015,-0.004639433810569331,0.004986990740498984
2016,0.0008171106427590115,0.0054018796407385205
2017,-0.0025120676625670466,0.0057082163479798284
2018,-0.007661666562123344,0.005248621611884615
2019,0.00014054402930533026,0.004854118288100476
2020,-0.0014278043036930724,0.00427467890034061
2021,-0.004166765630312374,0.004767969003145851
2022,-0.002469570458986291,0.004393132358666855
2023,-0.007901059088641851,0.004616172266472042
2024,0.0013415123829796274,0.004358264681125473
