year,estimate,se
2014,-0.19863569052207453,0.24794017335904261
2015,-0.01859436974301465,0.22957199345852952
2016,-0.006400060796997842,0.22327727524522895
2017,-0.08102694194218696,0.2253595169958764
2018,-0.1474763300697754,0.13118851593696804
2019,-0.08097710013469928,0.11801870233130592
2020,-0.028453815314407313,0.11142210591563506
2021,-0.22731388965371915,0.09117283869528142
2022,-0.12024020657835108,0.10056308358815577
2023,-0.1292231600191636,0.14549222450908156
2024,-0.5582870211958845,0.16852186842505854
