cohort,estimate,se,states
2004,0.07486752026718012,0.02738896293721699,6
2009,0.04683308025981697,0.04377084797842128,34
2014,0.017045648469787178,0.0645933691307444,44
2018,-0.01490976279307624,0.03842247644406915,36
2020,0.008136980220082246,0.04782666376283894,"11, 53"
2021,0.019921247022457123,0.04703533708280179,25
2022,0.09739419809182022,0.08683622537268787,9
2023,0.06982847116940366,0.06836480035733399,41
2024,-0.033348174336650716,0.09055393536944925,8
