cohort,estimate,se,states
2005,-0.01617026532725887,0.023435806044640514,6
2010,0.022471658362719926,0.01081754328054488,34
2014,0.026449936215928265,0.021183604141921605,44
2018,-0.04038709132659016,0.03614971705661914,36
2020,0.005944933319005845,0.013099576668591328,53
2021,0.048571446107003556,0.019126543802444444,"11, 25"
2022,0.1666733807496915,0.06853151923059175,9
2024,0.04817250129220903,0.01712428191479675,"41, 8"
