e,estimate,se
-6,0.047058378304017136,0.08185841324084375
-5,-0.025759309787505864,0.052888225769480005
-4,-0.021859316530517498,0.053348784086622754
-3,0.012795150324720192,0.05489674443075161
-2,-0.004977057893426461,0.03885539850393913
-1,-0.013786989321369863,0.03703119448795417
0,-0.055333316464871746,0.04386582693238876
1,-0.03561508584091642,0.04406390394000882
2,-0.03623374922624986,0.03805441917865872
3,0.044390187029167597,0.03451978514983018
4,-0.10128768479783444,0.056501950901771444
5,0.024641093407866337,0.08314024204937724
6,-0.09143679277845619,0.16806245848381288
