e,estimate,se
-6,-0.12990410858858564,0.08263639551949462
-5,0.08595795476661003,0.048788367239857765
-4,-0.012749242051997662,0.04793868036933823
-3,-0.04544209306033062,0.03682218137313176
-2,0.006853339912548029,0.033271444748497754
-1,0.05792462090994225,0.041939844838069625
0,-0.06024249818517481,0.04022352726582435
1,-0.01803256774803284,0.05591960618663768
2,-0.04408879450484816,0.04811157830104724
3,-0.0407337631228287,0.06673362100382091
4,0.03669932513425481,0.06760451749166395
5,0.08975185472125846,0.1769447434560945
6,-0.06400519499481733,0.04517018454235903
