e,estimate,se
-6,-0.1713451669943021,0.18151613440179126
-5,-0.12180170063639495,0.15872641137999846
-4,0.029403290259748253,0.14636905108149906
-3,0.033099243400225166,0.13045419063930927
-2,0.014794739774557338,0.12419828032817325
-1,0.10404383554419039,0.1474875233769032
0,-0.14200410518857817,0.16310691119850704
1,-0.2982836854464647,0.1459449997026223
2,-0.15999265115545072,0.22104510489693752
3,-0.4038126565000004,0.23336533810504326
4,-0.5090578226490133,0.29829404406359716
5,-0.9642350534296684,0.7034011110619599
6,0.1836492342646241,0.26738385635474426
