cohort,estimate,se,states
2014,-0.5171021698527102,0.42178380836163065,44
2018,-0.32218024996190825,0.12340580364164735,36
2020,-0.08801990812154896,0.14170985288413157,53
2021,-0.13587827988471268,0.18924982270916232,"11, 25"
2022,0.15373284792532557,0.16879676218834044,9
2024,0.7519596161554429,0.2992561728946101,"41, 8"
