year,estimate,se
2018,0.11097372114602422,0.17703008378413532
2019,-0.1726065353915367,0.1665265709517698
2020,-0.06590934426304972,0.12276464619833555
2021,-0.018460315013563766,0.09578376037338392
2022,-0.057972413573173766,0.082868596902861
2023,-0.004434882707937942,0.08599464782544182
2024,0.03996231989209929,0.07563971316474417
