e,estimate,se
-10,0.9247927921346002,0.9473324139092519
-9,-1.8623595215050999,0.9786444814075069
-8,0.07216740263990358,0.9341281660250568
-7,1.0881255500939984,0.9494257292193058
-6,-0.7703044656598013,1.0052397357706067
-5,-0.04594584340624988,1.0961063019012776
-4,0.2489459175504701,0.9415295374008771
-3,0.9168155513726772,0.9091222487983216
-2,0.04361375067567751,0.9345824155214464
-1,-0.029087508776971742,0.9741430547261722
0,-1.1443702119794614,0.9333282590516885
1,-0.17825778168560127,1.0022712846861295
2,0.30652073892144693,1.0366767886993138
3,0.36099170465896424,1.1027772384101489
4,0.17425540093300818,1.1283985740822617
5,-1.1389935712675157,1.2355655063385886
6,-0.23812571416165804,1.242674156236096
7,0.833626450974278,1.2927553864887396
8,1.8041881188724647,1.2859213671636178
9,0.5746493094292324,1.5166552786020824
10,1.1689988261022868,1.471289614455301
