e,estimate,se
-6,-0.02285821227888788,0.009622611644203471
-5,0.00757786720253566,0.00954015551869092
-4,-0.011075621778267326,0.009592856067677253
-3,0.004729391969479527,0.007998596255583785
-2,0.01184513867360586,0.010151134521963274
-1,0.008620020458011442,0.011838737347629366
0,-0.012093213262828374,0.011561775053007432
1,-0.013822425574793667,0.011064296461908946
2,-0.015608915770683688,0.01221492282764061
3,-0.026226225505196456,0.010939024380981108
4,-0.00343020978465382,0.01300125003718363
5,-0.01787078237054524,0.010529753646709602
6,-0.005801930461397222,0.011491902443219357
