year,estimate,se
2014,0.04258932414181284,0.03508632158433852
2015,0.009458367927843376,0.023319179911153603
2016,-0.0070376006430991,0.03443343276480248
2017,-0.008996810275480218,0.024583653223343348
2018,-0.06525061067362292,0.0698891087444291
2019,-0.10297514984765542,0.056091758018250545
2020,-0.03431455653758108,0.05741103696305134
2021,-0.1005187792436331,0.039845066174786045
2022,-0.08194561470688094,0.054411130471479344
2023,-0.10611624825125543,0.07536009816593023
2024,-0.13427825232031093,0.1022632207523779
