cohort,estimate,se,states
2004,0.0010477021443284456,0.04976420988718684,6
2009,0.025253380473887692,0.07703093241800331,34
2014,-0.016133190755055937,0.12059147591497367,44
2018,0.05636291869265756,0.07157080942251269,36
2020,0.015428462934564702,0.0891380851897722,"11, 53"
2021,0.04609040131673239,0.08796027916985939,25
2022,0.014023958195904887,0.13002887528929988,9
2023,0.09053686065635774,0.1074945044448616,41
2024,0.05947191701542598,0.1616138733698444,8
